date,year,month,sector,emission,is_outlier
2010-12-01,2010,12,transport,3.3260222357172546,False
2011-01-01,2011,1,transport,3.016740143412541,False
2011-02-01,2011,2,transport,2.8269809550356815,False
2011-03-01,2011,3,transport,3.587350113719911,False
2011-04-01,2011,4,transport,3.655733485942101,False
2011-05-01,2011,5,transport,3.820885103252027,False
2011-06-01,2011,6,transport,4.067320747009237,False
2011-07-01,2011,7,transport,4.390451905341452,False
2011-08-01,2011,8,transport,4.198946983129201,False
2011-09-01,2011,9,transport,3.873531930882701,False
2011-10-01,2011,10,transport,3.126379967458412,False
2011-11-01,2011,11,transport,3.597814177262559,False
2011-12-01,2011,12,transport,3.4031683172624745,False
2012-01-01,2012,1,transport,3.191306760682241,False
2012-02-01,2012,2,transport,2.84891371915589,False
2012-03-01,2012,3,transport,3.644266119065595,False
2012-04-01,2012,4,transport,3.6786614896372627,False
2012-05-01,2012,5,transport,3.9288705077055672,False
2012-06-01,2012,6,transport,4.080085144944655,False
2012-07-01,2012,7,transport,4.4664804375799365,False
2012-08-01,2012,8,transport,4.291050954654086,False
2012-09-01,2012,9,transport,4.009921749121262,False
2012-10-01,2012,10,transport,3.141012646300506,False
2012-11-01,2012,11,transport,3.7675028920138653,False
2012-12-01,2012,12,transport,3.34825505990775,False
2013-01-01,2013,1,transport,3.161437373616625,False
2013-02-01,2013,2,transport,2.89539879141555,False
2013-03-01,2013,3,transport,3.697524285350741,False
2013-04-01,2013,4,transport,3.7530385815381617,False
2013-05-01,2013,5,transport,3.958217836881851,False
2013-06-01,2013,6,transport,4.246415126833131,False
2013-07-01,2013,7,transport,4.520460380930891,False
2013-08-01,2013,8,transport,4.341735766119074,False
2013-09-01,2013,9,transport,4.101334760843841,False
2013-10-01,2013,10,transport,3.2064555013685587,False
2013-11-01,2013,11,transport,3.762346989526969,False
2013-12-01,2013,12,transport,3.527691520214829,False
2014-01-01,2014,1,transport,3.1646399849188676,False
2014-02-01,2014,2,transport,3.006584349315765,False
2014-03-01,2014,3,transport,3.754749798625153,False
2014-04-01,2014,4,transport,3.7834644242660183,False
2014-05-01,2014,5,transport,4.045197821535398,False
2014-06-01,2014,6,transport,4.2798130124739915,False
2014-07-01,2014,7,transport,4.566905160689419,False
2014-08-01,2014,8,transport,4.46462532277694,False
2014-09-01,2014,9,transport,4.110540547499791,False
2014-10-01,2014,10,transport,3.3386866809667426,False
2014-11-01,2014,11,transport,3.8219022528338327,False
2014-12-01,2014,12,transport,3.553844277865773,False
2015-01-01,2015,1,transport,3.261303065569425,False
2015-02-01,2015,2,transport,3.0145004957329977,False
2015-03-01,2015,3,transport,3.7971028400936544,False
2015-04-01,2015,4,transport,3.8082216233268658,False
2015-05-01,2015,5,transport,4.196560285492614,False
2015-06-01,2015,6,transport,4.300624270700516,False
2015-07-01,2015,7,transport,4.7114493840919005,False
2015-08-01,2015,8,transport,4.4508258137005905,False
2015-09-01,2015,9,transport,4.139681183873663,False
2015-10-01,2015,10,transport,3.381772641078548,False
2015-11-01,2015,11,transport,3.8059873423867803,False
2015-12-01,2015,12,transport,3.69046149601342,False
2016-01-01,2016,1,transport,3.2531893850643003,False
2016-02-01,2016,2,transport,3.1222191993415396,False
2016-03-01,2016,3,transport,3.871968900492455,False
2016-04-01,2016,4,transport,3.949283038306747,False
2016-05-01,2016,5,transport,4.188480678478651,False
2016-06-01,2016,6,transport,4.342368681747141,False
2016-07-01,2016,7,transport,4.658103784691115,False
2016-08-01,2016,8,transport,4.547732914115842,False
2016-09-01,2016,9,transport,4.344604373959584,False
2016-10-01,2016,10,transport,3.4005483641130265,False
2016-11-01,2016,11,transport,3.8950876000269505,False
2016-12-01,2016,12,transport,3.609764067552148,False
2017-01-01,2017,1,transport,3.3513321391070083,False
2017-02-01,2017,2,transport,3.1174140472275456,False
2017-03-01,2017,3,transport,3.840711073876027,False
2017-04-01,2017,4,transport,3.9916817544610232,False
2017-05-01,2017,5,transport,4.202979901764746,False
2017-06-01,2017,6,transport,4.4504771274760335,False
2017-07-01,2017,7,transport,4.751463517308213,False
2017-08-01,2017,8,transport,4.679070041586608,False
2017-09-01,2017,9,transport,4.330530019384453,False
2017-10-01,2017,10,transport,3.370995604006935,False
2017-11-01,2017,11,transport,3.963951482469004,False
2017-12-01,2017,12,transport,3.7262836115192344,False
2018-01-01,2018,1,transport,3.360455811941959,False
2018-02-01,2018,2,transport,3.0358829917410968,False
2018-03-01,2018,3,transport,4.0361310771397285,False
2018-04-01,2018,4,transport,4.025598033151739,False
2018-05-01,2018,5,transport,4.280266817951224,False
2018-06-01,2018,6,transport,4.525166694215555,False
2018-07-01,2018,7,transport,4.729335699819747,False
2018-08-01,2018,8,transport,4.711227638575042,False
2018-09-01,2018,9,transport,4.354294328371587,False
2018-10-01,2018,10,transport,3.462072043551093,False
2018-11-01,2018,11,transport,3.976080823107403,False
2018-12-01,2018,12,transport,3.8558831783754464,False
2019-01-01,2019,1,transport,3.4161632839479714,False
2019-02-01,2019,2,transport,3.1530434669348937,False
2019-03-01,2019,3,transport,4.040248854233005,False
2019-04-01,2019,4,transport,4.039849384078585,False
2019-05-01,2019,5,transport,4.399325942403381,False
2019-06-01,2019,6,transport,4.647250343081882,False
2019-07-01,2019,7,transport,4.823738590541536,False
2019-08-01,2019,8,transport,4.651343887896064,False
2019-09-01,2019,9,transport,4.450819572046588,False
2019-10-01,2019,10,transport,3.4304141883132147,False
2019-11-01,2019,11,transport,4.062706468809373,False
2019-12-01,2019,12,transport,3.8092853754784803,False
2020-01-01,2020,1,transport,3.485709932666263,False
2020-02-01,2020,2,transport,3.2525107314290715,False
2020-03-01,2020,3,transport,4.055959323244883,False
2020-04-01,2020,4,transport,4.055268216099723,False
2020-05-01,2020,5,transport,4.435548961416181,False
2020-06-01,2020,6,transport,4.581983258032749,False
2020-07-01,2020,7,transport,4.847360520860549,False
2020-08-01,2020,8,transport,4.847360520860549,False
2020-09-01,2020,9,transport,4.50275003823303,False
2020-10-01,2020,10,transport,3.4593597025273755,False
2020-11-01,2020,11,transport,4.0984253622005085,False
2020-12-01,2020,12,transport,3.8169698485336716,False
2021-01-01,2021,1,transport,3.4755644479467454,False
2021-02-01,2021,2,transport,3.264160541312859,False
2021-03-01,2021,3,transport,4.0972692167907825,False
2021-04-01,2021,4,transport,4.150446003575843,False
2021-05-01,2021,5,transport,4.488404866979261,False
2021-06-01,2021,6,transport,4.655011534565707,False
2021-07-01,2021,7,transport,4.847360520860549,False
2021-08-01,2021,8,transport,4.774981430707931,False
2021-09-01,2021,9,transport,4.55001292715125,False
2021-10-01,2021,10,transport,3.6148877385861797,False
2021-11-01,2021,11,transport,4.085527557824053,False
2021-12-01,2021,12,transport,3.938151359699393,False
2022-01-01,2022,1,transport,3.553743888677163,False
2022-02-01,2022,2,transport,3.2841978486488603,False
2022-03-01,2022,3,transport,4.171526989936135,False
2022-04-01,2022,4,transport,4.24330114331501,False
2022-05-01,2022,5,transport,4.614243584331183,False
2022-06-01,2022,6,transport,4.758794290781296,False
2022-07-01,2022,7,transport,4.847360520860549,False
2022-08-01,2022,8,transport,4.847360520860549,False
2022-09-01,2022,9,transport,4.635444721641994,False
2022-10-01,2022,10,transport,3.5513244281945893,False
2022-11-01,2022,11,transport,4.202207372575278,False
2022-12-01,2022,12,transport,3.918676620020826,False
2023-01-01,2023,1,transport,3.5636464238547694,False
2023-02-01,2023,2,transport,3.367124420041401,False
2023-03-01,2023,3,transport,4.341616869620193,False
2023-04-01,2023,4,transport,4.260827374155115,False
2023-05-01,2023,5,transport,4.5345382924782145,False
2023-06-01,2023,6,transport,4.786721703642975,False
2023-07-01,2023,7,transport,4.847360520860549,False
2023-08-01,2023,8,transport,4.847360520860549,False
2023-09-01,2023,9,transport,4.615643921330801,False
2023-10-01,2023,10,transport,3.615833918067113,False
2023-11-01,2023,11,transport,4.319824983196205,False
2023-12-01,2023,12,transport,3.9095335981190957,False
2024-01-01,2024,1,transport,3.601162185112636,False
2024-02-01,2024,2,transport,3.3740105990453224,False
2024-03-01,2024,3,transport,4.260226260794784,False
2024-04-01,2024,4,transport,4.383745520599725,False
2024-05-01,2024,5,transport,4.672830688987378,False
2024-06-01,2024,6,transport,4.847360520860549,False
2024-07-01,2024,7,transport,4.847360520860549,False
2024-08-01,2024,8,transport,4.847360520860549,False
2024-09-01,2024,9,transport,4.598079844783134,False
2024-10-01,2024,10,transport,3.724630367427287,False
2024-11-01,2024,11,transport,4.355817971825307,False
2024-12-01,2024,12,transport,4.079048550784089,False
2025-01-01,2025,1,transport,3.712631569971396,False
2025-02-01,2025,2,transport,3.458004220150883,False
2025-03-01,2025,3,transport,4.322312743564054,False
2025-04-01,2025,4,transport,4.346158048335652,False
2025-05-01,2025,5,transport,4.725071863805049,False
2025-06-01,2025,6,transport,4.847360520860549,False
2025-07-01,2025,7,transport,4.847360520860549,False
2025-08-01,2025,8,transport,4.847360520860549,False
2025-09-01,2025,9,transport,4.801345764215588,False
2025-10-01,2025,10,transport,3.7281900109671775,False
2025-11-01,2025,11,transport,4.3435804517286565,False
2025-12-01,2025,12,transport,4.1681350256619325,False
2005-01-01,2005,1,industry,4.350584990687652,False
2005-02-01,2005,2,industry,4.350584990687652,False
2005-03-01,2005,3,industry,4.998068147216276,False
2005-04-01,2005,4,industry,5.01893250337762,False
2005-05-01,2005,5,industry,5.368271790574639,False
2005-06-01,2005,6,industry,5.60872368623073,False
2005-07-01,2005,7,industry,5.901017660028594,False
2005-08-01,2005,8,industry,5.819467701923596,False
2005-09-01,2005,9,industry,5.386752051827563,False
2005-10-01,2005,10,industry,4.350584990687652,False
2005-11-01,2005,11,industry,4.9223344348202085,False
2005-12-01,2005,12,industry,4.547725944698738,False
2006-01-01,2006,1,industry,4.350584990687652,False
2006-02-01,2006,2,industry,4.350584990687652,False
2006-03-01,2006,3,industry,4.9957322393339965,False
2006-04-01,2006,4,industry,5.035382825832593,False
2006-05-01,2006,5,industry,5.463704470323756,False
2006-06-01,2006,6,industry,5.704882717040905,False
2006-07-01,2006,7,industry,6.1301563337487615,False
2006-08-01,2006,8,industry,5.897145383289374,False
2006-09-01,2006,9,industry,5.486693183304706,False
2006-10-01,2006,10,industry,4.350584990687652,False
2006-11-01,2006,11,industry,5.088559858659077,False
2006-12-01,2006,12,industry,4.714688979210097,False
2007-01-01,2007,1,industry,4.350584990687652,False
2007-02-01,2007,2,industry,4.350584990687652,False
2007-03-01,2007,3,industry,5.071332476400846,False
2007-04-01,2007,4,industry,5.18262681305074,False
2007-05-01,2007,5,industry,5.4703323427860635,False
2007-06-01,2007,6,industry,5.861427190353259,False
2007-07-01,2007,7,industry,6.174377216810604,False
2007-08-01,2007,8,industry,6.0012025397824775,False
2007-09-01,2007,9,industry,5.634502639098489,False
2007-10-01,2007,10,industry,4.4078601663342685,False
2007-11-01,2007,11,industry,5.130133570045505,False
2007-12-01,2007,12,industry,4.83564358560703,False
2008-01-01,2008,1,industry,4.3901820586744424,False
2008-02-01,2008,2,industry,4.350584990687652,False
2008-03-01,2008,3,industry,5.125363001499645,False
2008-04-01,2008,4,industry,5.159586696395778,False
2008-05-01,2008,5,industry,5.719513466654089,False
2008-06-01,2008,6,industry,5.858985819230089,False
2008-07-01,2008,7,industry,6.234000106516632,False
2008-08-01,2008,8,industry,6.1305502524077875,False
2008-09-01,2008,9,industry,5.6466780664319876,False
2008-10-01,2008,10,industry,4.612538218277656,False
2008-11-01,2008,11,industry,5.301510006831896,False
2008-12-01,2008,12,industry,4.970212972223277,False
2009-01-01,2009,1,industry,4.505090297541206,False
2009-02-01,2009,2,industry,4.350584990687652,False
2009-03-01,2009,3,industry,5.2533859018407645,False
2009-04-01,2009,4,industry,5.325552180734063,False
2009-05-01,2009,5,industry,5.800264822358166,False
2009-06-01,2009,6,industry,6.016871963482666,False
2009-07-01,2009,7,industry,6.387972319255702,False
2009-08-01,2009,8,industry,6.196142696606132,False
2009-09-01,2009,9,industry,5.739928927772624,False
2009-10-01,2009,10,industry,4.507910239843747,False
2009-11-01,2009,11,industry,5.349623688244422,False
2009-12-01,2009,12,industry,5.080606814213981,False
2010-01-01,2010,1,industry,4.574170298965594,False
2010-02-01,2010,2,industry,4.350584990687652,False
2010-03-01,2010,3,industry,5.3477537761615626,False
2010-04-01,2010,4,industry,5.294482949099217,False
2010-05-01,2010,5,industry,5.8221213503793825,False
2010-06-01,2010,6,industry,6.159310911412805,False
2010-07-01,2010,7,industry,6.480452245224955,False
2010-08-01,2010,8,industry,6.375686729110069,False
2010-09-01,2010,9,industry,5.779811055682139,False
2010-10-01,2010,10,industry,4.673413317964073,False
2010-11-01,2010,11,industry,5.451646974887541,False
2010-12-01,2010,12,industry,5.088050874683952,False
2011-01-01,2011,1,industry,4.590584529924652,False
2011-02-01,2011,2,industry,4.350584990687652,False
2011-03-01,2011,3,industry,5.458883812524006,False
2011-04-01,2011,4,industry,5.562943040599301,False
2011-05-01,2011,5,industry,5.814254861794935,False
2011-06-01,2011,6,industry,6.189256883869716,False
2011-07-01,2011,7,industry,6.680966751494749,False
2011-08-01,2011,8,industry,6.389553009667611,False
2011-09-01,2011,9,industry,5.894367732304754,False
2011-10-01,2011,10,industry,4.757423851908578,False
2011-11-01,2011,11,industry,5.474807016358423,False
2011-12-01,2011,12,industry,5.178613697990771,False
2012-01-01,2012,1,industry,4.8363558629028836,False
2012-02-01,2012,2,industry,4.350584990687652,False
2012-03-01,2012,3,industry,5.522805901352255,False
2012-04-01,2012,4,industry,5.57493133603953,False
2012-05-01,2012,5,industry,5.95411765131156,False
2012-06-01,2012,6,industry,6.183280139348796,False
2012-07-01,2012,7,industry,6.768853786469832,False
2012-08-01,2012,8,industry,6.502994227392824,False
2012-09-01,2012,9,industry,6.076949041714328,False
2012-10-01,2012,10,industry,4.760136228376865,False
2012-11-01,2012,11,industry,5.709568545644771,False
2012-12-01,2012,12,industry,5.074207590754221,False
2013-01-01,2013,1,industry,4.776858241397268,False
2013-02-01,2013,2,industry,4.374880139751989,False
2013-03-01,2013,3,industry,5.586873079519082,False
2013-04-01,2013,4,industry,5.670753888125733,False
2013-05-01,2013,5,industry,5.9807749643082495,False
2013-06-01,2013,6,industry,6.416234357285957,False
2013-07-01,2013,7,industry,6.830310353691079,False
2013-08-01,2013,8,industry,6.560261623221457,False
2013-09-01,2013,9,industry,6.197021303209842,False
2013-10-01,2013,10,industry,4.844879583954528,False
2013-11-01,2013,11,industry,5.68481867580323,False
2013-12-01,2013,12,industry,5.33025972681784,False
2014-01-01,2014,1,industry,4.772232817375565,False
2014-02-01,2014,2,industry,4.533887130412497,False
2014-03-01,2014,3,industry,5.662110159583485,False
2014-04-01,2014,4,industry,5.705411413272696,False
2014-05-01,2014,5,industry,6.100101714161425,False
2014-06-01,2014,6,industry,6.453898139343323,False
2014-07-01,2014,7,industry,6.88682908183713,False
2014-08-01,2014,8,industry,6.732592517372342,False
2014-09-01,2014,9,industry,6.198637630635363,False
2014-10-01,2014,10,industry,5.034692799741222,False
2014-11-01,2014,11,industry,5.763375120927955,False
2014-12-01,2014,12,industry,5.359147445363586,False
2015-01-01,2015,1,industry,4.912195702589663,False
2015-02-01,2015,2,industry,4.540460080795524,False
2015-03-01,2015,3,industry,5.719220777214824,False
2015-04-01,2015,4,industry,5.735967960202147,False
2015-05-01,2015,5,industry,6.320886156728891,False
2015-06-01,2015,6,industry,6.477628002137041,False
2015-07-01,2015,7,industry,7.096415436467287,False
2015-08-01,2015,8,industry,6.7038625345350535,False
2015-09-01,2015,9,industry,6.235214487177694,False
2015-10-01,2015,10,industry,5.093647753874383,False
2015-11-01,2015,11,industry,5.732602671846049,False
2015-12-01,2015,12,industry,5.558596897257244,False
2016-01-01,2016,1,industry,4.896912430867669,False
2016-02-01,2016,2,industry,4.699767581728751,False
2016-03-01,2016,3,industry,5.828339637343236,False
2016-04-01,2016,4,industry,5.9447179103951555,False
2016-05-01,2016,5,industry,6.304773769107132,False
2016-06-01,2016,6,industry,6.53641600906605,False
2016-07-01,2016,7,industry,7.011681038998228,False
2016-08-01,2016,8,industry,6.84554361994506,False
2016-09-01,2016,9,industry,6.539781318518051,False
2016-10-01,2016,10,industry,5.1187267585599425,False
2016-11-01,2016,11,industry,5.863139408809269,False
2016-12-01,2016,12,industry,5.433651854408153,False
2017-01-01,2017,1,industry,5.042862102335001,False
2017-02-01,2017,2,industry,4.690877687891442,False
2017-03-01,2017,3,industry,5.779247032682532,False
2017-04-01,2017,4,industry,6.006417689628717,False
2017-05-01,2017,5,industry,6.324365113250973,False
2017-06-01,2017,6,industry,6.696782506743064,False
2017-07-01,2017,7,industry,7.149686843168451,False
2017-08-01,2017,8,industry,7.040753947227534,False
2017-09-01,2017,9,industry,6.516294061977668,False
2017-10-01,2017,10,industry,5.072450378825811,False
2017-11-01,2017,11,industry,5.964691017394656,False
2017-12-01,2017,12,industry,5.607064184360255,False
2018-01-01,2018,1,industry,5.054632880869542,False
2018-02-01,2018,2,industry,4.566426357399216,False
2018-03-01,2018,3,industry,6.070950488773229,False
2018-04-01,2018,4,industry,6.055107200404985,False
2018-05-01,2018,5,industry,6.43816750097614,False
2018-06-01,2018,6,industry,6.806533888264301,False
2018-07-01,2018,7,industry,7.113634896798322,False
2018-08-01,2018,8,industry,7.086397638849261,False
2018-09-01,2018,9,industry,6.54951605283924,False
2018-10-01,2018,10,industry,5.2074790345658055,False
2018-11-01,2018,11,industry,5.980625840712777,False
2018-12-01,2018,12,industry,5.799830436379182,False
2019-01-01,2019,1,industry,5.134667019146175,False
2019-02-01,2019,2,industry,4.7391845628920715,False
2019-03-01,2019,3,industry,6.072699346208793,False
2019-04-01,2019,4,industry,6.072098922266333,False
2019-05-01,2019,5,industry,6.612410457391017,False
2019-06-01,2019,6,industry,6.985053430690084,False
2019-07-01,2019,7,industry,7.236556990120764,False
2019-08-01,2019,8,industry,6.991206236572503,False
2019-09-01,2019,9,industry,6.689807999559886,False
2019-10-01,2019,10,industry,5.156086852612875,False
2019-11-01,2019,11,industry,6.106454282173303,False
2019-12-01,2019,12,industry,5.7255495004854975,False
2020-01-01,2020,1,industry,5.232022879622872,False
2020-02-01,2020,2,industry,4.881992733698053,False
2020-03-01,2020,3,industry,6.08796267846786,False
2020-04-01,2020,4,industry,6.0869253321408285,False
2020-05-01,2020,5,industry,6.657723705674409,False
2020-06-01,2020,6,industry,6.877520419990603,False
2020-07-01,2020,7,industry,7.236556990120764,False
2020-08-01,2020,8,industry,7.236556990120764,False
2020-09-01,2020,9,industry,6.75859198738255,False
2020-10-01,2020,10,industry,5.192471393804161,False
2020-11-01,2020,11,industry,6.151703865116985,False
2020-12-01,2020,12,industry,5.729241378120971,False
2021-01-01,2021,1,industry,5.2049725763650905,False
2021-02-01,2021,2,industry,4.888376077279632,False
2021-03-01,2021,3,industry,6.136031781536876,False
2021-04-01,2021,4,industry,6.21566883648459,False
2021-05-01,2021,5,industry,6.721792846641704,False
2021-06-01,2021,6,industry,6.971301422533409,False
2021-07-01,2021,7,industry,7.236556990120764,False
2021-08-01,2021,8,industry,7.150967208842893,False
2021-09-01,2021,9,industry,6.814056497188507,False
2021-10-01,2021,10,industry,5.413621823958704,False
2021-11-01,2021,11,industry,6.11844758367832,False
2021-12-01,2021,12,industry,5.897738377695684,False
2022-01-01,2022,1,industry,5.304137441622398,False
2022-02-01,2022,2,industry,4.901826727079781,False
2022-03-01,2022,3,industry,6.226209087986612,False
2022-04-01,2022,4,industry,6.333335540033598,False
2022-05-01,2022,5,industry,6.886985367290305,False
2022-06-01,2022,6,industry,7.102734402199068,False
2022-07-01,2022,7,industry,7.236556990120764,False
2022-08-01,2022,8,industry,7.236556990120764,False
2022-09-01,2022,9,industry,6.918629106889421,False
2022-10-01,2022,10,industry,5.3005262779212,False
2022-11-01,2022,11,industry,6.27200106719988,False
2022-12-01,2022,12,industry,5.848817481779703,False
2023-01-01,2023,1,industry,5.294444022132051,False
2023-02-01,2023,2,industry,5.002474891484789,False
2023-03-01,2023,3,industry,6.45026042086522,False
2023-04-01,2023,4,industry,6.3302329516828335,False
2023-05-01,2023,5,industry,6.736880234535457,False
2023-06-01,2023,6,industry,7.111544495497096,False
2023-07-01,2023,7,industry,7.236556990120764,False
2023-08-01,2023,8,industry,7.236556990120764,False
2023-09-01,2023,9,industry,6.857377377283797,False
2023-10-01,2023,10,industry,5.371978023516991,False
2023-11-01,2023,11,industry,6.417884615556324,False
2023-12-01,2023,12,industry,5.808322242445229,False
2024-01-01,2024,1,industry,5.318659263721601,False
2024-02-01,2024,2,industry,4.983172599860562,False
2024-03-01,2024,3,industry,6.292049816916955,False
2024-04-01,2024,4,industry,6.4744789388613855,False
2024-05-01,2024,5,industry,6.901437078987866,False
2024-06-01,2024,6,industry,7.2252928803122005,False
2024-07-01,2024,7,industry,7.236556990120764,False
2024-08-01,2024,8,industry,7.236556990120764,False
2024-09-01,2024,9,industry,6.791035422644395,False
2024-10-01,2024,10,industry,5.501012947862087,False
2024-11-01,2024,11,industry,6.433231944594881,False
2024-12-01,2024,12,industry,6.024463283405105,False
2025-01-01,2025,1,industry,5.444060931117012,False
2025-02-01,2025,2,industry,5.070685124488724,False
2025-03-01,2025,3,industry,6.338074084600738,False
2025-04-01,2025,4,industry,6.373039927467454,False
2025-05-01,2025,5,industry,6.928664653535632,False
2025-06-01,2025,6,industry,7.236556990120764,False
2025-07-01,2025,7,industry,7.236556990120764,False
2025-08-01,2025,8,industry,7.236556990120764,False
2025-09-01,2025,9,industry,7.040509783725086,False
2025-10-01,2025,10,industry,5.466875233904099,False
2025-11-01,2025,11,industry,6.369260238392508,False
2025-12-01,2025,12,industry,6.111993776156291,False
